"삼성생명은 삼성전자 주식 20조를 팔아야 한다?" "금융당국이 시가 기준으로 규정을 바꾸면 삼성생명은 기준을 초과하는 삼성전자 지분을 매각해야 한다." 0.6075995133462632
"홍준표 ""태평만댐 송유관 차단하면 북 경제 무너진다""?" "[팩트체크]홍준표 태평만댐 송유관 차단하면 북 경제 무너진다?" 0.9887675642967224
"""장사상륙작전은 1997년에 처음 알려졌다""" "메건 폭스 잊혀진 장사리 전투가 다시 주목받기 시작한 것은 생존 학도병들이 1980년 7월 ‘장사상륙작전 유격 동지회’를 결성하면서다." 0.6426785324441388
"""사립 유치원도 감사 대상""" "예 아니오 닫기 인쇄하기 보내기 사립 유치원은 공공감사 대상이 아니라는 일부 사립유치원 단체의 주장에 대해, 최재형 감사원장이 정부 지원금을 받는 범위 내에서는 감사 대상이 될 수 있다면서 교육 당국의 감사 결과를 보고 추가 감사를 실시할 수 있다고 밝혔습니다." 0.6104683887261811
"'홍대몰카범' 실형 선고는 피고가 여자라서다?" "노 ㅋㅋㅋ 11 자라니전복사273 20.03.24 431 5 293366 자유게시판 보지놀이터 시진핑ㅈㅍ)조주빈말고 와치맨도 잡았는데 이새끼는 수사도 안하노 4 형근이씨디충122 20.03.24 261 5 293365 자유게시판 보지놀이터 [박 근 혜 복 권] 햇님 보고싶노 이니야 2 느개비전립선암738 20.03.24 212 9 293364 자유게시판 보지놀이터 [시진핑한남교살] N번방 단순소지자까지 공범으로 처벌한다는데 3 느개비벌집후장699 20.03.24 367 5 293363 자유게시판 보지놀이터 [핑핑이] ㅃ 뻑가인지 뭔지 이새낀 또 뭐냐 4 쾅무삼초찍183 20.03.24 481 -1 293361 자유게시판 보지놀이터 [시진핑몸값백원] 좆국 지하경제 최소 GDP 30% 이상이노 1 한남충삼초찍93 20.03.24 269 -3 293360 자유게시판 보지놀이터 [진핑재기]여자들은 n번방을 보고 분노만 한다 6 쉰무6.9실좆639 20.03.24 749 1 293359 자유게시판 보지놀이터 [시진핑후장암] 감방 갔다" 0.47658956442628025
"""(문재인 정부는) 이코노미스트가 말한 '신독재' 현상에 부합한다""" "하지만 사회 곳곳을 무분별하게 대체하려는 정부는결코 우리 헌법이 허락한 정부가 아닙니다." 0.7134338617324829
"정신과 진료기록이 취업·보험가입에 악영향?" "국내 기업들의 하반기 공채가 진행 중인 가운데 최근 한 온라인 취업사이트에 과거 자신의 정신과 진료기록이 취업에 영향을 미치는가를 묻는 게시글이 올라왔다." 0.626200258731842
"UAE에 유사시 군사지원을 한다는 협약을 맺었고, 이 협약을 자신의 책임으로 비공개로 진행했다. 대통령은 알지 못한다." "김 전 장관은 중앙일보 인터뷰에서 UAE와 비밀 군사협정을 맺은 경위에 대해 “섣불리 국회로 가져가기보단 내가 책임지고 (비공개 군사) 협약으로 하자고 했다”며 “지금 시각에선 문제로 보일 수 있지만 그땐 국익을 위한 최선의 선택을 했다”고 밝혔다." 0.8225152789637293
"""서해 페리호, 삼풍백화점 참사는 보상을 받지 못했다""" "이 때의 주검들도 아무런 보상을 받지 못했다." 0.6558615891366697
"17, 18대 대선은 무효가 될 수 있을까?" "또 선거의 기본이념인 선거의 자유와 공정이 현저히 저해됐다고 인정되는 경우도 포함되고, 선거에 관한 규정 위반이 없었다면 선거결과가 달라질 수 있었다고 인정돼야 한다." 0.6856209635734558
